Entry,Entry name,Protein names,Gene names,Organism,Length,Gene ontology IDs,Taxonomic lineage (PHYLUM)
A0A671X684,A0A671X684_SPAAU,Rho GTPase-activating protein 12-like,LOC115573374,Sparus aurata (Gilthead sea bream),871,GO:0005096; GO:0007165; GO:0043547,Chordata
A0A671YFL8,A0A671YFL8_SPAAU,Rho GTPase activating protein 12,arhgap12,Sparus aurata (Gilthead sea bream),858,GO:0005096; GO:0007165; GO:0043547,Chordata
A0A784YXV6,A0A784YXV6_ECOLX,Uncharacterized protein (Fragment),HIE03_003134,Escherichia coli,283,GO:0003824,Proteobacteria
A0A671UFA4,A0A671UFA4_SPAAU,Long-chain-fatty-acid--CoA ligase ACSBG2-like,LOC115581497,Sparus aurata (Gilthead sea bream),757,,Chordata
A0A671UC01,A0A671UC01_SPAAU,Long-chain-fatty-acid--CoA ligase ACSBG2-like,LOC115581084,Sparus aurata (Gilthead sea bream),673,,Chordata
A0A3Z8PJY7,A0A3Z8PJY7_ECOLX,DUF4092 domain-containing protein,D9D44_03310,Escherichia coli,1520,,Proteobacteria
A0A788SSL6,A0A788SSL6_ECOLX,RHS repeat protein (Fragment),HIE94_004880,Escherichia coli,640,,Proteobacteria
A0A6N8R4D1,A0A6N8R4D1_ECOLX,SslE/AcfD family lipoprotein zinc metalloprotease (Fragment),GRW05_25260,Escherichia coli,1218,GO:0008237,Proteobacteria
A0A4U5U7T8,A0A4U5U7T8_COLLU,Usherin Usher syndrome type IIa protein,D9C73_003985,Collichthys lucidus (Big head croaker) (Sciaena lucida),1196,GO:0016021,Chordata
A0A069XRM6,A0A069XRM6_ECOLX,Multifunctional fusion protein [Includes: Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase); Penicillin-insensitive murein endopeptidase (EC 3.4.24.-) (D-alanyl-D-alanine-endopeptidase) (DD-endopeptidase)],aroC mepA AD17_0068,Escherichia coli 3-373-03_S4_C2,637,GO:0000270; GO:0004107; GO:0004222; GO:0004252; GO:0008652; GO:0009073; GO:0009423; GO:0030288; GO:0046872,Proteobacteria
A0A671YIB6,A0A671YIB6_SPAAU,Zinc finger protein 384,znf384,Sparus aurata (Gilthead sea bream),539,,Chordata
A0A671TD90,A0A671TD90_SPAAU,MYCBP associated protein,mycbpap,Sparus aurata (Gilthead sea bream),821,,Chordata
A0A671TEF3,A0A671TEF3_SPAAU,MYCBP associated protein,mycbpap,Sparus aurata (Gilthead sea bream),880,,Chordata
A0A671XPG1,A0A671XPG1_SPAAU,Lipase G; endothelial type,lipg,Sparus aurata (Gilthead sea bream),500,GO:0004465; GO:0005576; GO:0008201; GO:0016042; GO:0046872,Chordata
A0A671XBB4,A0A671XBB4_SPAAU,Phosphatidylinositol glycan anchor biosynthesis class T,pigt,Sparus aurata (Gilthead sea bream),647,GO:0016255; GO:0042765,Chordata
A0A671VCY0,A0A671VCY0_SPAAU,PAK1 interacting protein 1,pak1ip1,Sparus aurata (Gilthead sea bream),363,,Chordata
A0A671TV35,A0A671TV35_SPAAU,AIR carboxylase (EC 4.1.1.21) (EC 6.3.2.6) (Multifunctional protein ADE2) (Phosphoribosylaminoimidazole carboxylase) (Phosphoribosylaminoimidazole-succinocarboxamide synthase) (SAICAR synthetase),LOC115591289,Sparus aurata (Gilthead sea bream),1024,GO:0004638; GO:0004639; GO:0005524; GO:0006189; GO:0043727,Chordata
A0A671UMZ3,A0A671UMZ3_SPAAU,E3 ubiquitin-protein ligase TRIM47-like,LOC115589551,Sparus aurata (Gilthead sea bream),555,GO:0008270,Chordata
A0A671YG19,A0A671YG19_SPAAU,Eukaryotic translation initiation factor 4 gamma; 3a,,Sparus aurata (Gilthead sea bream),1789,GO:0000339; GO:0003743,Chordata
A0A671VCR6,A0A671VCR6_SPAAU,Neuroepithelial cell-transforming gene 1 protein-like,NET1,Sparus aurata (Gilthead sea bream),581,GO:0005085; GO:0035556,Chordata
Q0P6M3,Q0P6M3_ECOLX,Lipid A biosynthesis palmitoleoyltransferase (EC 2.3.1.242) (Kdo(2)-lipid IV(A) palmitoleoyltransferase),lpxP ddg BN17_16731 ECs3258,Escherichia coli,328,GO:0005887; GO:0008951; GO:0009103; GO:0009245; GO:0009409; GO:0036104,Proteobacteria
A0A671UW88,A0A671UW88_SPAAU,Low-density lipoprotein receptor relative with 11 ligand-binding repeats (Sortilin-related receptor) (Sorting protein-related receptor containing LDLR class A repeats),sorl1,Sparus aurata (Gilthead sea bream),2235,GO:0000139; GO:0005576; GO:0005789; GO:0005886; GO:0006897; GO:0016021; GO:0030658; GO:0031901; GO:0032585; GO:0055038,Chordata
A0A4U5UVB1,A0A4U5UVB1_COLLU,Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha (Phosphatidylinositol 3-kinase regulatory subunit alpha),D9C73_012004,Collichthys lucidus (Big head croaker) (Sciaena lucida),717,GO:0007165,Chordata
A0A671YC70,A0A671YC70_SPAAU,E3 ubiquitin-protein ligase MSL2-like,MSL2,Sparus aurata (Gilthead sea bream),604,GO:0046872; GO:0061630; GO:0072487,Chordata
A0A4U5UK90,A0A4U5UK90_COLLU,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-),D9C73_009350,Collichthys lucidus (Big head croaker) (Sciaena lucida),492,GO:0005759; GO:0016746,Chordata
A0A671VZZ9,A0A671VZZ9_SPAAU,Transporter,slc6a8,Sparus aurata (Gilthead sea bream),684,GO:0015293; GO:0016021,Chordata
A0A671VZ02,A0A671VZ02_SPAAU,Zinc finger CCCH domain-containing protein 7B-like,ZC3H7B,Sparus aurata (Gilthead sea bream),1034,GO:0016740; GO:0035198; GO:0046872,Chordata
A0A671U9W9,A0A671U9W9_SPAAU,Zinc finger matrin-type protein 1-like,LOC115582512,Sparus aurata (Gilthead sea bream),608,GO:0003676; GO:0008270,Chordata
A0A671WRP2,A0A671WRP2_SPAAU,Transmembrane and coiled-coil domains 6,tmco6,Sparus aurata (Gilthead sea bream),508,,Chordata
U9XWH6,U9XWH6_ECOLX,Ribosomal RNA small subunit methyltransferase F (EC 2.1.1.178) (16S rRNA m5C1407 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmF),rsmF HMPREF1591_01638,Escherichia coli 113303,481,GO:0003723; GO:0005737; GO:0016434,Proteobacteria
A0A656NYL2,A0A656NYL2_9ENTR,Deleted.,,,,,
A0A782BGQ0,A0A782BGQ0_ECOLX,Ribosomal RNA small subunit methyltransferase F (EC 2.1.1.178) (16S rRNA m5C1407 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmF),rsmF HH898_004308,Escherichia coli,1363,GO:0003723; GO:0005737; GO:0016021; GO:0016434,Proteobacteria
A0A671Y2E9,A0A671Y2E9_SPAAU,Potassium channel subfamily T member 1-like,LOC115582012,Sparus aurata (Gilthead sea bream),1290,GO:0005267; GO:0005886; GO:0016021,Chordata
A0A671Y2G5,A0A671Y2G5_SPAAU,Potassium channel subfamily T member 1-like,LOC115582012,Sparus aurata (Gilthead sea bream),1277,GO:0005267; GO:0005886; GO:0016021,Chordata
A0A671V9S7,A0A671V9S7_SPAAU,Antizyme inhibitor 1,azin1,Sparus aurata (Gilthead sea bream),451,GO:0003824; GO:0006596; GO:0042978,Chordata
A0A6P8VZQ8,A0A6P8VZQ8_GYMAC,unconventional myosin-XV,myo15aa,Gymnodraco acuticeps (Antarctic dragonfish),2418,GO:0003774; GO:0003779; GO:0005524; GO:0005737; GO:0007605; GO:0016459,Chordata
A0A671Z2H2,A0A671Z2H2_SPAAU,LSM11; U7 small nuclear RNA associated,lsm11,Sparus aurata (Gilthead sea bream),328,GO:0071209,Chordata
A0A671YZ77,A0A671YZ77_SPAAU,Formimidoyltetrahydrofolate cyclodeaminase (EC 2.1.2.5) (EC 4.3.1.4) (Formimidoyltransferase-cyclodeaminase) (Formiminotetrahydrofolate cyclodeaminase) (Formiminotransferase-cyclodeaminase) (Glutamate formimidoyltransferase) (Glutamate formiminotransferase) (Glutamate formyltransferase),ftcd,Sparus aurata (Gilthead sea bream),539,GO:0005542; GO:0005794; GO:0019556; GO:0019557; GO:0030409; GO:0030412; GO:0035999,Chordata
A0A0B2URQ0,A0A0B2URQ0_TOXCA,Endoplasmin,Hsp90b1 Tcan_03751,Toxocara canis (Canine roundworm),786,GO:0005524; GO:0006457; GO:0016887; GO:0051082,Nematoda (roundworms)
A0A671UEQ2,A0A671UEQ2_SPAAU,Heat shock transcription factor 2 binding protein,hsf2bp,Sparus aurata (Gilthead sea bream),343,,Chordata
A0A4Z2IIE2,A0A4Z2IIE2_9TELE,Uncharacterized protein,EYF80_012511,Liparis tanakae (Tanaka's snailfish),552,GO:0016021,Chordata
A0A671VS12,A0A671VS12_SPAAU,Egl-9 family hypoxia inducible factor 1,egln1,Sparus aurata (Gilthead sea bream),361,GO:0005506; GO:0016705; GO:0031418; GO:0051213,Chordata
A0A669CUY7,A0A669CUY7_ORENI,Reverse transcriptase domain-containing protein,,Oreochromis niloticus (Nile tilapia) (Tilapia nilotica),883,,Chordata
A0A671Y1U8,A0A671Y1U8_SPAAU,von Willebrand factor A domain-containing protein 1-like,LOC115585478,Sparus aurata (Gilthead sea bream),515,,Chordata
A0A3Q2WXP7,A0A3Q2WXP7_HAPBU,Actin-binding LIM protein 1-like,,Haplochromis burtoni (Burton's mouthbrooder) (Chromis burtoni),669,GO:0003779; GO:0005737; GO:0007010; GO:0046872,Chordata
A0A6P7KPU5,A0A6P7KPU5_BETSP,actin-binding LIM protein 1 isoform X13,ablim1,Betta splendens (Siamese fighting fish),765,GO:0003779; GO:0005737; GO:0007010; GO:0046872,Chordata
A0A6P7KPU0,A0A6P7KPU0_BETSP,actin-binding LIM protein 1 isoform X8,ablim1,Betta splendens (Siamese fighting fish),790,GO:0003779; GO:0005737; GO:0007010; GO:0046872,Chordata
A0A6P7KLQ6,A0A6P7KLQ6_BETSP,actin-binding LIM protein 1 isoform X15,ablim1,Betta splendens (Siamese fighting fish),730,GO:0003779; GO:0005737; GO:0007010; GO:0046872,Chordata
A0A671Z3W1,A0A671Z3W1_SPAAU,DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37),dnmt3a,Sparus aurata (Gilthead sea bream),1000,GO:0003677; GO:0003886; GO:0005634; GO:0010468; GO:0046872,Chordata
A0A671Z3I5,A0A671Z3I5_SPAAU,DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37),dnmt3a,Sparus aurata (Gilthead sea bream),951,GO:0003677; GO:0003886; GO:0005634; GO:0010468; GO:0046872,Chordata
A0A671Y6V1,A0A671Y6V1_SPAAU,DNA polymerase subunit gamma-1 (EC 2.7.7.7) (Mitochondrial DNA polymerase catalytic subunit),polg,Sparus aurata (Gilthead sea bream),1200,GO:0003677; GO:0003887; GO:0005760; GO:0006260; GO:0042645,Chordata
W1WK27,W1WK27_9ZZZZ,Histidine kinase (EC 2.7.13.3),Q604_UNBC18651G0005,human gut metagenome,918,GO:0000155; GO:0016021,
A0A656NXY6,A0A656NXY6_9ENTR,Deleted.,,,,,
Q325Z6,Q325Z6_SHIBS,Poly(A) polymerase I (PAP I) (EC 2.7.7.19),pcnB SBO_0132,Shigella boydii serotype 4 (strain Sb227),472,GO:0003723; GO:0004652; GO:0005524; GO:0006378,Proteobacteria
A0A671VN93,A0A671VN93_SPAAU,Ubiquitin-associated protein 2-like,LOC115581831,Sparus aurata (Gilthead sea bream),1141,,Chordata
A0A671VVA1,A0A671VVA1_SPAAU,Ubiquitin-associated protein 2-like,LOC115581831,Sparus aurata (Gilthead sea bream),1175,,Chordata
A0A671WCQ3,A0A671WCQ3_SPAAU,Antigen peptide transporter 1-like,LOC115566623,Sparus aurata (Gilthead sea bream),741,GO:0005524; GO:0016021; GO:0042626,Chordata
A0A3B3B4L9,A0A3B3B4L9_ORYME,Reverse transcriptase,,Oryzias melastigma (Marine medaka),1220,GO:0003676; GO:0004190; GO:0008270; GO:0015074,Chordata
T1DQS5,T1DQS5_ANOAQ,Putative bacterial contaminant of aquasalis (Fragment),,Anopheles aquasalis (Malaria mosquito),74,,Arthropoda
A0A671UDU8,A0A671UDU8_SPAAU,Reverse transcriptase domain-containing protein,,Sparus aurata (Gilthead sea bream),606,,Chordata
A0A6A5FS11,A0A6A5FS11_PERFL,Uncharacterized protein,PFLUV_G00011760,Perca fluviatilis (European perch),757,GO:0005096; GO:0005737; GO:0007165; GO:0030425; GO:0043547,Chordata
A0A4W6EZY5,A0A4W6EZY5_LATCA,Regulator of G protein signaling 12,rgs12,Lates calcarifer (Barramundi) (Holocentrus calcarifer),1547,GO:0005096; GO:0005737; GO:0007165; GO:0030425; GO:0043547,Chordata
A0A671UTK6,A0A671UTK6_SPAAU,Kinectin 1,ktn1,Sparus aurata (Gilthead sea bream),1243,GO:0007018; GO:0015031; GO:0019894; GO:0030176,Chordata
A0A671USX8,A0A671USX8_SPAAU,Kinectin 1,ktn1,Sparus aurata (Gilthead sea bream),1271,GO:0007018; GO:0015031; GO:0019894; GO:0030176,Chordata
A0A671VAG7,A0A671VAG7_SPAAU,Nidogen-1-like,LOC115572816,Sparus aurata (Gilthead sea bream),1303,GO:0005509; GO:0005576; GO:0005604; GO:0007160; GO:0016020,Chordata
A0A671V6E8,A0A671V6E8_SPAAU,Plasmolipin,pllp,Sparus aurata (Gilthead sea bream),187,GO:0016021,Chordata
A0A671U7F5,A0A671U7F5_SPAAU,NIMA related kinase 9,NEK9,Sparus aurata (Gilthead sea bream),825,GO:0004672; GO:0005524,Chordata
A0A671U7E6,A0A671U7E6_SPAAU,NIMA related kinase 9,NEK9,Sparus aurata (Gilthead sea bream),962,GO:0004672; GO:0005524,Chordata
A0A4W6BUL6,A0A4W6BUL6_LATCA,Inosine phosphorylase (EC 2.4.2.1) (Inosine-guanosine phosphorylase) (Purine nucleoside phosphorylase),PNP,Lates calcarifer (Barramundi) (Holocentrus calcarifer),380,GO:0004731; GO:0009116; GO:0047975,Chordata
V0UTW2,V0UTW2_ECOLX,Bifunctional chorismate mutase/prephenate dehydratase (EC 4.2.1.51) (EC 5.4.99.5) (Chorismate mutase) (Chorismate mutase-prephenate dehydratase) (Prephenate dehydratase) (p-protein),HMPREF1604_04523,Escherichia coli 908519,386,GO:0004106; GO:0004664; GO:0005737; GO:0009094; GO:0046417,Proteobacteria
F4SIA6,F4SIA6_ECOLX,Tellurite resistance protein TehA,ECHG_01266,Escherichia coli H736,366,GO:0016021; GO:0055085,Proteobacteria
A0A671UQX1,A0A671UQX1_SPAAU,Regulator of G-protein signaling 13-like,LOC115572003,Sparus aurata (Gilthead sea bream),183,,Chordata
A0A6P8SUA4,A0A6P8SUA4_GYMAC,uncharacterized protein LOC117534408 isoform X1,LOC117534408,Gymnodraco acuticeps (Antarctic dragonfish),395,,Chordata
A0A671UHT0,A0A671UHT0_SPAAU,Conserved oligomeric Golgi complex subunit 1,cog1,Sparus aurata (Gilthead sea bream),949,GO:0006891; GO:0015031; GO:0016020; GO:0017119,Chordata
A0A5J5CIQ2,A0A5J5CIQ2_9PERO,Uncharacterized protein,FQN60_003265,Etheostoma spectabile (orangethroat darter),1181,GO:0005509; GO:0030496; GO:0031267; GO:0032154; GO:0032456; GO:0032465; GO:0055038,Chordata
A0A671WTZ8,A0A671WTZ8_SPAAU,RAB11 family interacting protein 3,rab11fip3,Sparus aurata (Gilthead sea bream),1100,GO:0005509; GO:0030496; GO:0031267; GO:0032154; GO:0032456; GO:0032465; GO:0055038,Chordata
A0A671YAR2,A0A671YAR2_SPAAU,Zw10 kinetochore protein,,Sparus aurata (Gilthead sea bream),775,GO:0000278; GO:0000777; GO:0005634; GO:0005737; GO:0051301,Chordata
A0A671V6F0,A0A671V6F0_SPAAU,G kinase anchoring protein 1,gkap1,Sparus aurata (Gilthead sea bream),382,GO:0005794; GO:0007165,Chordata
A0A671UB71,A0A671UB71_SPAAU,Eukaryotic translation initiation factor 5B (Translation initiation factor IF-2),,Sparus aurata (Gilthead sea bream),1032,GO:0003743; GO:0003924; GO:0005525,Chordata
A0A671TKR7,A0A671TKR7_SPAAU,VWFA domain-containing protein,,Sparus aurata (Gilthead sea bream),1185,GO:0007155; GO:0007229; GO:0008305; GO:0046872,Chordata
A0A671YUI3,A0A671YUI3_SPAAU,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),phgdh,Sparus aurata (Gilthead sea bream),528,GO:0004617; GO:0006564; GO:0051287,Chordata
A0A671W9G0,A0A671W9G0_SPAAU,Hemicentin 1,,Sparus aurata (Gilthead sea bream),4484,GO:0005509; GO:0005576; GO:0005886; GO:0016021,Chordata
A0A4W6D352,A0A4W6D352_LATCA,Hemicentin 1,,Lates calcarifer (Barramundi) (Holocentrus calcarifer),5205,GO:0005509; GO:0005576; GO:0005886; GO:0016021; GO:0033334; GO:0071711,Chordata
A0A6D0CZQ7,A0A6D0CZQ7_ECOLX,Putative NAD(P)H nitroreductase (EC 1.-.-.-),GQE42_00975,Escherichia coli,183,GO:0016491,Proteobacteria
A0A418H8E2,A0A418H8E2_ECOLX,Alpha-glucosidase (Fragment),D1912_04865,Escherichia coli,253,GO:0004555; GO:0005991,Proteobacteria
A0A671TP08,A0A671TP08_SPAAU,Choline-phosphate cytidylyltransferase B-like,LOC115593557,Sparus aurata (Gilthead sea bream),371,GO:0003824; GO:0008654,Chordata
A0A671YM30,A0A671YM30_SPAAU,Netrin receptor UNC5,unc5b,Sparus aurata (Gilthead sea bream),945,GO:0005042; GO:0005886; GO:0007275; GO:0016021,Chordata
A0A671V593,A0A671V593_SPAAU,ATP-dependent RNA helicase DHX29 (EC 3.6.4.13) (DEAH box protein 29),dhx29 DHX29,Sparus aurata (Gilthead sea bream),1386,GO:0003724; GO:0003743; GO:0005524; GO:0005737; GO:0016818; GO:0045948,Chordata
A0A671YGD4,A0A671YGD4_SPAAU,Reticulon,rtn4,Sparus aurata (Gilthead sea bream),1020,GO:0005789; GO:0016021,Chordata
A0A6J2R4C0,A0A6J2R4C0_COTGO,Reticulon,LOC115019666,Cottoperca gobio (Frogmouth) (Aphritis gobio),864,GO:0005789; GO:0016021,Chordata
A0A669AY03,A0A669AY03_ORENI,Uncharacterized protein,,Oreochromis niloticus (Nile tilapia) (Tilapia nilotica),1063,GO:0005886; GO:0007155; GO:0007411; GO:0016021,Chordata
A0A671XL74,A0A671XL74_SPAAU,Si:ch211-107m4.1,,Sparus aurata (Gilthead sea bream),625,GO:0005634,Chordata
A0A671XQ81,A0A671XQ81_SPAAU,Nudix hydrolase 22,nudt22,Sparus aurata (Gilthead sea bream),359,GO:0016787,Chordata
A0A671YFM0,A0A671YFM0_SPAAU,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,LOC115592115,Sparus aurata (Gilthead sea bream),502,GO:0070569,Chordata
A0A671VHJ0,A0A671VHJ0_SPAAU,Tyrosine-protein kinase (EC 2.7.10.2),LOC115581166,Sparus aurata (Gilthead sea bream),1121,GO:0004714; GO:0004715; GO:0005524; GO:0005634; GO:0005856; GO:0006325; GO:0012505; GO:0016020; GO:0035556; GO:0042393,Chordata
A0A781TTY7,A0A781TTY7_ECOLX,Deleted.,,,,,
A0A377CSL9,A0A377CSL9_ECOLX,Major facilitator superfamily protein,yqcE NCTC10090_04038,Escherichia coli,253,GO:0005886; GO:0016021; GO:0022857,Proteobacteria
A0A671V524,A0A671V524_SPAAU,Spexin hormone,spx,Sparus aurata (Gilthead sea bream),134,GO:0005184; GO:0005576,Chordata
A0A3Q3IZC9,A0A3Q3IZC9_MONAL,Spexin hormone,,Monopterus albus (Swamp eel),166,GO:0005184; GO:0005576; GO:0016021,Chordata
A0A671WFZ2,A0A671WFZ2_SPAAU,Uncharacterized LOC115588281,LOC115588281,Sparus aurata (Gilthead sea bream),985,,Chordata
A0A671XVM5,A0A671XVM5_SPAAU,Beta-1;4-N-acetylgalactosaminyltransferase (EC 2.4.1.244),b4galnt4,Sparus aurata (Gilthead sea bream),1287,GO:0016021; GO:0032580; GO:0033842,Chordata
A0A671X1B2,A0A671X1B2_SPAAU,CREB3 regulatory factor-like,LOC115587270,Sparus aurata (Gilthead sea bream),534,GO:0003700; GO:0006986,Chordata
A0A671X843,A0A671X843_SPAAU,Leucine-rich repeat; immunoglobulin-like domain and transmembrane domain-containing protein 3,LOC115566471,Sparus aurata (Gilthead sea bream),469,GO:0005886; GO:0016021,Chordata
A0A669DTD9,A0A669DTD9_ORENI,Uncharacterized protein,pop1,Oreochromis niloticus (Nile tilapia) (Tilapia nilotica),946,GO:0000172; GO:0001682; GO:0005655,Chordata
A0A671V8T9,A0A671V8T9_SPAAU,POP1 homolog; ribonuclease P/MRP subunit,POP1,Sparus aurata (Gilthead sea bream),997,GO:0000172; GO:0001682; GO:0005655,Chordata
A0A671YMH9,A0A671YMH9_SPAAU,ATP binding cassette subfamily A member 3,abca3,Sparus aurata (Gilthead sea bream),1708,GO:0005524; GO:0016021; GO:0042626,Chordata
A0A3B5A501,A0A3B5A501_9TELE,von Willebrand factor,,Stegastes partitus (bicolor damselfish),2840,GO:0005576; GO:0007596,Chordata
A0A671W5I3,A0A671W5I3_SPAAU,Vitellogenin domain-containing protein,,Sparus aurata (Gilthead sea bream),3765,GO:0005319,Chordata
A0A671TH89,A0A671TH89_SPAAU,Alkylated DNA repair protein alkB homolog 8 (EC 2.1.1.229) (Probable alpha-ketoglutarate-dependent dioxygenase ABH8) (S-adenosyl-L-methionine-dependent tRNA methyltransferase ABH8) (tRNA (carboxymethyluridine(34)-5-O)-methyltransferase ABH8),alkbh8,Sparus aurata (Gilthead sea bream),733,GO:0003723; GO:0005634; GO:0005737; GO:0016491; GO:0032259; GO:0046872; GO:0106335,Chordata
A0A3B4VF28,A0A3B4VF28_SERDU,NACHT and WD repeat domain containing 1,,Seriola dumerili (Greater amberjack) (Caranx dumerili),1636,,Chordata
A0A671WQV4,A0A671WQV4_SPAAU,Euchromatic histone lysine methyltransferase 2,ehmt2,Sparus aurata (Gilthead sea bream),1217,GO:0002039; GO:0005634; GO:0008270; GO:0018024,Chordata
A0A671URD4,A0A671URD4_SPAAU,Phosphodiesterase (EC 3.1.4.-),LOC115566664,Sparus aurata (Gilthead sea bream),938,GO:0004114; GO:0007165; GO:0046872,Chordata
A0A671XPG8,A0A671XPG8_SPAAU,Phosphoserine aminotransferase (EC 2.6.1.52),psat1,Sparus aurata (Gilthead sea bream),368,GO:0004648; GO:0006564,Chordata
A0A6J2PXF4,A0A6J2PXF4_COTGO,Wilms tumor protein homolog isoform X2,LOC115009859,Cottoperca gobio (Frogmouth) (Aphritis gobio),413,GO:0003723; GO:0005737; GO:0006355; GO:0016607; GO:0046872,Chordata
A0A671TNJ4,A0A671TNJ4_SPAAU,Putative Polycomb group protein ASXL1,LOC115584752,Sparus aurata (Gilthead sea bream),1586,GO:0003677; GO:0005634; GO:0006351; GO:0006355; GO:0046872,Chordata
A0A484D4C1,A0A484D4C1_PERFV,Uncharacterized protein,EPR50_G00071570,Perca flavescens (American yellow perch) (Morone flavescens),1538,GO:0003677; GO:0005634; GO:0006351; GO:0006355; GO:0046872,Chordata
A0A4U5VME9,A0A4U5VME9_COLLU,Phosphoinositide phospholipase C (EC 3.1.4.11),D9C73_023731,Collichthys lucidus (Big head croaker) (Sciaena lucida),2016,GO:0004435; GO:0005085; GO:0007264; GO:0016042,Chordata
E6ZH94,E6ZH94_DICLA,Phosphoinositide phospholipase C (EC 3.1.4.11),PLCE1 DLA_Ib02700,Dicentrarchus labrax (European seabass) (Morone labrax),1830,GO:0004435; GO:0005085; GO:0007264; GO:0016042,Chordata
A0A671WQD9,A0A671WQD9_SPAAU,Phosphoinositide phospholipase C (EC 3.1.4.11),,Sparus aurata (Gilthead sea bream),1723,GO:0004435; GO:0005085; GO:0007264; GO:0016042,Chordata
A0A671UPP3,A0A671UPP3_SPAAU,Proline-serine-threonine phosphatase-interacting protein 2-like,LOC115593146,Sparus aurata (Gilthead sea bream),378,GO:0003779; GO:0007010; GO:0016477,Chordata
A0A671UKE7,A0A671UKE7_SPAAU,Catenin alpha like 1,ctnnal1,Sparus aurata (Gilthead sea bream),757,GO:0005737; GO:0005856; GO:0007155; GO:0007266; GO:0045296; GO:0051015,Chordata
A0A671UZN5,A0A671UZN5_SPAAU,Acyl-peptide hydrolase (EC 3.4.19.1) (Acylamino-acid-releasing enzyme) (Acylaminoacyl-peptidase),LOC115584596,Sparus aurata (Gilthead sea bream),752,GO:0004252,Chordata
A0A671VZE8,A0A671VZE8_SPAAU,Tumor necrosis factor receptor superfamily member 10B-like,LOC115582408,Sparus aurata (Gilthead sea bream),389,GO:0006915; GO:0007165; GO:0016021,Chordata
A0A671YJC3,A0A671YJC3_SPAAU,Zinc-binding protein A33-like,LOC115567349,Sparus aurata (Gilthead sea bream),362,,Chordata
A0A671TXM6,A0A671TXM6_SPAAU,Carcinoembryonic antigen-related cell adhesion molecule 20-like,LOC115577700,Sparus aurata (Gilthead sea bream),540,GO:0005886; GO:0016021,Chordata
A0A6G0I4C3,A0A6G0I4C3_LARCR,ATP-binding cassette sub-family A member 1,D5F01_LYC16067,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),2293,GO:0005524; GO:0016021; GO:0042626,Chordata
A0A671YF92,A0A671YF92_SPAAU,ATP-binding cassette; sub-family A (ABC1); member 4b,,Sparus aurata (Gilthead sea bream),2277,GO:0005524; GO:0016021; GO:0042626,Chordata
A0A671U0C0,A0A671U0C0_SPAAU,Phosphatidylinositol-4;5-bisphosphate 3-kinase (EC 2.7.1.153),,Sparus aurata (Gilthead sea bream),1046,GO:0005524; GO:0046934; GO:0048015; GO:0052812,Chordata
