Entry,Entry name,Protein names,Gene names,Organism,Length,Gene ontology IDs,Taxonomic lineage (PHYLUM)
B0S6J3,SRGP2_DANRE,SLIT-ROBO Rho GTPase-activating protein 2 (srGAP2),srgap2 srgap2a si:dkey-85p17.1,Danio rerio (Zebrafish) (Brachydanio rerio),1100,GO:0005096; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0007165; GO:0014069; GO:0030027; GO:0030336; GO:0031267; GO:0042803; GO:0043547; GO:0044327; GO:0045211; GO:0045335; GO:0046847; GO:0048812; GO:0051014; GO:0060996; GO:2001223,Chordata
A7MBU6,T23OA_DANRE,Tryptophan 2;3-dioxygenase A (TDO-A) (EC 1.13.11.11) (Tryptamin 2;3-dioxygenase A) (Tryptophan oxygenase A) (TO-A) (TRPO-A) (Tryptophan pyrrolase A) (Tryptophanase A),tdo2a tdo2,Danio rerio (Zebrafish) (Brachydanio rerio),406,GO:0004833; GO:0019441; GO:0019442; GO:0020037; GO:0046872; GO:0051289,Chordata
Q8AWW7,RUVB1_DANRE,RuvB-like 1 (EC 3.6.4.12) (Pontin) (zPontin),ruvbl1,Danio rerio (Zebrafish) (Brachydanio rerio),456,GO:0000492; GO:0000812; GO:0003351; GO:0003678; GO:0005524; GO:0005576; GO:0005829; GO:0006281; GO:0006310; GO:0006338; GO:0006357; GO:0007507; GO:0016573; GO:0031011; GO:0035267; GO:0043139; GO:0045893; GO:0060420; GO:0070286; GO:0071339; GO:0097255; GO:0120293,Chordata
Q7SYL3,SIAH2_DANRE,E3 ubiquitin-protein ligase Siah2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH2) (Seven in absentia homolog 2-like) (Siah-2),siah2l siah2 siaz zgc:66284,Danio rerio (Zebrafish) (Brachydanio rerio),331,GO:0005737; GO:0006511; GO:0007049; GO:0007275; GO:0008270; GO:0031624; GO:0042752; GO:0043161; GO:0048511; GO:0061630,Chordata
Q7ZVA0,SMU1_DANRE,WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog),smu1 zgc:56147,Danio rerio (Zebrafish) (Brachydanio rerio),513,GO:0000381; GO:0000398; GO:0005634; GO:0005737; GO:0008380; GO:0016607; GO:0071005; GO:0071011,Chordata
Q6PBY7,TPC13_DANRE,Trafficking protein particle complex subunit 13,trappc13 zgc:73187,Danio rerio (Zebrafish) (Brachydanio rerio),412,GO:1990072,Chordata
O13166,TLE3A_DANRE,Transducin-like enhancer protein 3-A (Groucho-related protein grg2) (Protein groucho-2),tle3a grg2 gro2 groucho2,Danio rerio (Zebrafish) (Brachydanio rerio),761,GO:0003714; GO:0005634; GO:0005667; GO:0061056; GO:0070491; GO:0090090; GO:1900052,Chordata
A8CVX7,TTLL6_DANRE,Tubulin polyglutamylase ttll6 (EC 6.-.-.-) (Tubulin tyrosine ligase-like family member 6),ttll6,Danio rerio (Zebrafish) (Brachydanio rerio),778,GO:0000226; GO:0003341; GO:0005524; GO:0005737; GO:0005874; GO:0005929; GO:0015631; GO:0018095; GO:0035082; GO:0036064; GO:0070739; GO:0070740,Chordata
Q8JGW0,TSP4B_DANRE,Thrombospondin-4-B (Thbs4-B),thbs4b thbs4 tsp4,Danio rerio (Zebrafish) (Brachydanio rerio),949,GO:0005509; GO:0005576; GO:0005615; GO:0005783; GO:0006986; GO:0007155; GO:0008083; GO:0008201; GO:0016529; GO:0035989; GO:0051781; GO:0062023,Chordata
Q8JFV8,VAT1_DANRE,Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-),vat1 si:dz163l24.2,Danio rerio (Zebrafish) (Brachydanio rerio),484,GO:0008270; GO:0016491,Chordata
Q6P116,RCOR2_DANRE,REST corepressor 2,rcor2 zgc:77264,Danio rerio (Zebrafish) (Brachydanio rerio),536,GO:0000118; GO:0003714; GO:0005667; GO:0006357; GO:0016575; GO:0045892,Chordata
A2T928,RARGB_DANRE,Retinoic acid receptor gamma-B (RAR-gamma-B) (Nuclear receptor subfamily 1 group B member 3-B),rargb nr1b3b,Danio rerio (Zebrafish) (Brachydanio rerio),489,GO:0000122; GO:0000978; GO:0003140; GO:0004879; GO:0005634; GO:0008270; GO:0009755; GO:0030154; GO:0030514; GO:0035469; GO:0035622; GO:0045944; GO:0048384; GO:0061371; GO:0071907; GO:0071910,Chordata
Q7ZVN5,SRP54_DANRE,Signal recognition particle 54 kDa protein (SRP54) (EC 3.6.5.-),srp54,Danio rerio (Zebrafish) (Brachydanio rerio),504,GO:0003924; GO:0005525; GO:0005786; GO:0005829; GO:0006616; GO:0008312; GO:0016607; GO:0030593; GO:0030851; GO:0030942; GO:0031017,Chordata
Q6ZM89,RH42A_DANRE,Rho GTPase-activating protein 42 (Rho GTPase-activating protein 10-like) (Rho-type GTPase-activating protein 42),arhgap42a si:bz1p14.10 si:rp71-1p14.10,Danio rerio (Zebrafish) (Brachydanio rerio),805,GO:0005096; GO:0007165,Chordata
Q5U3V7,S2543_DANRE,Solute carrier family 25 member 43,slc25a43 zgc:101590,Danio rerio (Zebrafish) (Brachydanio rerio),345,GO:0005743; GO:0016021; GO:0055085,Chordata
Q8UVJ6,VANG2_DANRE,Vang-like protein 2 (Protein strabismus) (Protein trilobite) (Van Gogh-like protein 2),vangl2 stbm tri,Danio rerio (Zebrafish) (Brachydanio rerio),526,GO:0000132; GO:0000902; GO:0001654; GO:0001736; GO:0001756; GO:0001764; GO:0001839; GO:0001841; GO:0003401; GO:0005886; GO:0007015; GO:0007163; GO:0014812; GO:0016021; GO:0021535; GO:0021915; GO:0030010; GO:0030198; GO:0030903; GO:0033564; GO:0035844; GO:0035845; GO:0036342; GO:0042074; GO:0044782; GO:0045813; GO:0048048; GO:0048570; GO:0048840; GO:0048884; GO:0055002; GO:0060026; GO:0060027; GO:0060028; GO:0060030; GO:0060071; GO:0060271; GO:0060972; GO:0071679; GO:0090090; GO:0097475,Chordata
Q5XJQ7,OSR1_DANRE,Protein odd-skipped-related 1 (zOsr1),osr1 si:dkey-199e17.1 zgc:101674,Danio rerio (Zebrafish) (Brachydanio rerio),264,GO:0000122; GO:0000977; GO:0000981; GO:0001655; GO:0001822; GO:0005634; GO:0006357; GO:0033339; GO:0035775; GO:0035776; GO:0035777; GO:0035778; GO:0035779; GO:0045892; GO:0046872; GO:0048382; GO:0048389; GO:0048793; GO:0072112; GO:1900107; GO:1903224,Chordata
Q6NZS4,RTCB_DANRE,RNA-splicing ligase RtcB homolog (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase),rtcb zgc:76871,Danio rerio (Zebrafish) (Brachydanio rerio),505,GO:0000971; GO:0003972; GO:0005525; GO:0005634; GO:0005737; GO:0006388; GO:0046872; GO:0072669,Chordata
Q6NV26,SDA1_DANRE,Protein SDA1 homolog (SDA1 domain-containing protein 1),sdad1,Danio rerio (Zebrafish) (Brachydanio rerio),682,GO:0000055; GO:0005730; GO:0030036; GO:0042273,Chordata
Q5PNP1,SNX14_DANRE,Sorting nexin-14,snx14,Danio rerio (Zebrafish) (Brachydanio rerio),934,GO:0005764; GO:0005765; GO:0005770; GO:0006914; GO:0016021; GO:0021680; GO:0030425; GO:0030902; GO:0031902; GO:0080025; GO:0097352,Chordata
Q7ZVE6,PLGT2_DANRE,Protein O-glucosyltransferase 2 (EC 2.4.1.-) (KDEL motif-containing protein 1) (Protein O-xylosyltransferase POGLUT2) (EC 2.4.2.-),poglut2 kdelc1 si:dkey-22a1.1 zgc:56065,Danio rerio (Zebrafish) (Brachydanio rerio),500,GO:0005788; GO:0012505; GO:0018242; GO:0035251; GO:0035252; GO:0046527; GO:0140561; GO:0140562,Chordata
A4IFW2,PTPRF_DANRE,Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48),ptprf si:dkey-21k10.1,Danio rerio (Zebrafish) (Brachydanio rerio),1909,GO:0004725; GO:0006470; GO:0008201; GO:0016021; GO:0035335; GO:0097374; GO:0099560,Chordata
Q6PC69,RL10A_DANRE,60S ribosomal protein L10a,rpl10a zgc:73082,Danio rerio (Zebrafish) (Brachydanio rerio),216,GO:0000470; GO:0003723; GO:0003735; GO:0006412; GO:0022625; GO:0042541,Chordata
A4IG62,SUV3_DANRE,ATP-dependent RNA helicase SUPV3L1; mitochondrial (EC 3.6.4.13) (Suppressor of var1 3-like protein 1) (SUV3-like protein 1),supv3l1,Danio rerio (Zebrafish) (Brachydanio rerio),763,GO:0000958; GO:0000962; GO:0000965; GO:0001889; GO:0003677; GO:0003678; GO:0003724; GO:0003725; GO:0005524; GO:0005634; GO:0005739; GO:0005759; GO:0006310; GO:0006401; GO:0030307; GO:0032508; GO:0034458; GO:0035945; GO:0035946; GO:0042645; GO:0043066; GO:0045025; GO:0070584; GO:0070827; GO:2000827,Chordata
Q1JPX3,SYFA_DANRE,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),farsa farsla zgc:136506 zgc:158185,Danio rerio (Zebrafish) (Brachydanio rerio),497,GO:0000049; GO:0004826; GO:0005524; GO:0005737; GO:0005829; GO:0006432; GO:0009328; GO:0051290,Chordata
Q6P036,S2533_DANRE,Solute carrier family 25 member 33,slc25a33 zgc:65787,Danio rerio (Zebrafish) (Brachydanio rerio),314,GO:0005743; GO:0015218; GO:0016021; GO:1990519,Chordata
Q7SXW0,S2539_DANRE,Solute carrier family 25 member 39,slc25a39 zgc:63736,Danio rerio (Zebrafish) (Brachydanio rerio),359,GO:0005739; GO:0005743; GO:0006783; GO:0006828; GO:0016021; GO:0016530; GO:0055085,Chordata
Q1LVN8,SELO1_DANRE,Protein adenylyltransferase SelO-1; mitochondrial (EC 2.7.7.-) (EC 2.7.7.n1) (Selenoprotein O) (SelO),selenoo1 selo si:ch211-15i6.2,Danio rerio (Zebrafish) (Brachydanio rerio),692,GO:0005524; GO:0005739; GO:0016779; GO:0046872,Chordata
Q642H3,SEP8A_DANRE,Septin-8-A,sept8a,Danio rerio (Zebrafish) (Brachydanio rerio),420,GO:0003924; GO:0005525; GO:0005940; GO:0015630; GO:0031105; GO:0032153; GO:0034613; GO:0060090; GO:0061640,Chordata
Q66I22,SRRT_DANRE,Serrate RNA effector molecule homolog (Arsenite-resistance protein 2),srrt ars2 ch211-283g2.4,Danio rerio (Zebrafish) (Brachydanio rerio),896,GO:0005654; GO:0005737; GO:0006397; GO:0016604; GO:0031053,Chordata
F1QGH9,PS11B_DANRE,26S proteasome non-ATPase regulatory subunit 11B (26S proteasome regulatory subunit RPN6-B),psmd11b,Danio rerio (Zebrafish) (Brachydanio rerio),422,GO:0005198; GO:0005634; GO:0005829; GO:0006511; GO:0008541; GO:0022624; GO:0043248; GO:0048863,Chordata
B3DK56,PTPRU_DANRE,Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi),ptpru rptppsi,Danio rerio (Zebrafish) (Brachydanio rerio),1444,GO:0001757; GO:0004725; GO:0005886; GO:0006470; GO:0007155; GO:0016021; GO:0030054; GO:0030154,Chordata
Q7ZWF4,RN145_DANRE,RING finger protein 145,rnf145 zgc:56435,Danio rerio (Zebrafish) (Brachydanio rerio),685,GO:0005783; GO:0008270; GO:0012505; GO:0016021; GO:0030097; GO:0061515; GO:0061630,Chordata
Q6PBW5,RP65A_DANRE,Retinoid isomerohydrolase (EC 3.1.1.64) (All-trans-retinylester 11-cis isomerohydrolase A) (Lutein isomerase) (Meso-zeaxanthin isomerase) (EC 5.3.3.22) (Retinal pigment epithelium-specific 65 kDa protein homolog A) (RPE56a),rpe65a rpepa,Danio rerio (Zebrafish) (Brachydanio rerio),531,GO:0001523; GO:0005789; GO:0005886; GO:0007601; GO:0016702; GO:0046872; GO:0050251; GO:0050896; GO:0052884; GO:0052885; GO:1901827,Chordata
Q1JQ66,S35E3_DANRE,Solute carrier family 35 member E3,slc35e3,Danio rerio (Zebrafish) (Brachydanio rerio),313,GO:0005338; GO:0005794; GO:0015297; GO:0016021,Chordata
Q6IQS6,SAE1_DANRE,SUMO-activating enzyme subunit 1 (Ubiquitin-like 1-activating enzyme E1A),sae1 sae2a uble1a zgc:86633,Danio rerio (Zebrafish) (Brachydanio rerio),348,GO:0005737; GO:0008022; GO:0016925; GO:0019948; GO:0031510; GO:0032446; GO:0060216; GO:0061484,Chordata
Q4H4B6,SCRIB_DANRE,Protein scribble homolog (Scribble1),scrib llk scrb1,Danio rerio (Zebrafish) (Brachydanio rerio),1724,GO:0000132; GO:0001736; GO:0001764; GO:0001841; GO:0001944; GO:0005737; GO:0005886; GO:0005911; GO:0005912; GO:0008283; GO:0014069; GO:0016020; GO:0016323; GO:0016477; GO:0030027; GO:0030054; GO:0033564; GO:0035089; GO:0043065; GO:0043113; GO:0045197; GO:0045930; GO:0046982; GO:0048884; GO:0050918; GO:0060027; GO:0060561; GO:0071679; GO:0090630; GO:0097120; GO:0097475; GO:0098609; GO:0098793; GO:0098887; GO:0098968,Chordata
Q1RLU8,ST7_DANRE,Suppressor of tumorigenicity 7 protein homolog,st7 zgc:136822,Danio rerio (Zebrafish) (Brachydanio rerio),513,GO:0016021,Chordata
Q5TZ51,MPV17_DANRE,Protein Mpv17,mpv17 zgc:63573,Danio rerio (Zebrafish) (Brachydanio rerio),177,GO:0005737; GO:0005743; GO:0006225; GO:0016021; GO:0050935,Chordata
A5D8S5,SH3R1_DANRE,E3 ubiquitin-protein ligase SH3RF1 (EC 2.3.2.27) (Plenty of SH3s) (Protein POSH) (RING-type E3 ubiquitin transferase SH3RF1) (SH3 domain-containing RING finger protein 1),sh3rf1 posh si:dkey-15j16.4,Danio rerio (Zebrafish) (Brachydanio rerio),867,GO:0001764; GO:0005078; GO:0005794; GO:0030027; GO:0043370; GO:0046330; GO:0046872; GO:0048471; GO:0051865; GO:0061630; GO:2000564,Chordata
Q6DRC0,SYSC_DANRE,Serine--tRNA ligase; cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS),sars1 sars,Danio rerio (Zebrafish) (Brachydanio rerio),515,GO:0000049; GO:0000122; GO:0000978; GO:0001525; GO:0001569; GO:0001944; GO:0004828; GO:0005524; GO:0005634; GO:0005829; GO:0006434; GO:0016525; GO:0061300; GO:1901342; GO:1903671; GO:1904046,Chordata
Q8AXX2,TBX1_DANRE,T-box transcription factor TBX1 (T-box protein 1),tbx1 zgc:136724,Danio rerio (Zebrafish) (Brachydanio rerio),460,GO:0000978; GO:0000981; GO:0001708; GO:0001755; GO:0001947; GO:0003143; GO:0005634; GO:0006357; GO:0007507; GO:0014032; GO:0042471; GO:0042803; GO:0043282; GO:0043565; GO:0043583; GO:0048538; GO:0048703; GO:0048752; GO:0055007; GO:0060017; GO:0060023; GO:0060037; GO:0060536; GO:0072513,Chordata
Q68EK7,RAB4B_DANRE,Ras-related protein Rab-4B (EC 3.6.5.2),rab4b zgc:101015,Danio rerio (Zebrafish) (Brachydanio rerio),213,GO:0003925; GO:0005525; GO:0005768; GO:0005886; GO:0015031; GO:0030100; GO:0032482; GO:0032593,Chordata
Q802D3,XPO4_DANRE,Exportin-4,xpo4 zgc:55678,Danio rerio (Zebrafish) (Brachydanio rerio),1150,GO:0005049; GO:0005643; GO:0005737; GO:0006611,Chordata
Q7ZV90,PIF1_DANRE,ATP-dependent DNA helicase PIF1 (EC 3.6.4.12) (DNA repair and recombination helicase PIF1),pif1 zgc:56161,Danio rerio (Zebrafish) (Brachydanio rerio),639,GO:0000002; GO:0000723; GO:0003677; GO:0005524; GO:0005634; GO:0005657; GO:0005739; GO:0006260; GO:0006281; GO:0006310; GO:0016787; GO:0032508; GO:0043139,Chordata
Q32LT7,TTYH3_DANRE,Protein tweety homolog 3,ttyh3 zgc:123242,Danio rerio (Zebrafish) (Brachydanio rerio),560,GO:0005229; GO:0005886; GO:0006821; GO:0034707; GO:0072320,Chordata
A1L244,SAC1B_DANRE,Phosphatidylinositol-3-phosphatase SAC1-B (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein B),sacm1lb zgc:158642,Danio rerio (Zebrafish) (Brachydanio rerio),586,GO:0000139; GO:0004438; GO:0005783; GO:0005789; GO:0016021; GO:0016791; GO:0043812; GO:0046856; GO:0140268,Chordata
Q5G872,SCUB2_DANRE,Signal peptide; CUB and EGF-like domain-containing protein 2 (Protein You),scube2 you,Danio rerio (Zebrafish) (Brachydanio rerio),1010,GO:0001756; GO:0005509; GO:0005576; GO:0005615; GO:0007165; GO:0007224; GO:0007517; GO:0008015; GO:0009897; GO:0009986; GO:0030141; GO:0042694; GO:0048747; GO:0051146,Chordata
Q6NSM8,SIK3_DANRE,Serine/threonine-protein kinase SIK3 homolog (EC 2.7.11.1) (Serine/threonine-protein kinase QSK homolog),zgc:66101,Danio rerio (Zebrafish) (Brachydanio rerio),1187,GO:0000226; GO:0000287; GO:0004674; GO:0005524; GO:0005737; GO:0006468; GO:0035556; GO:0050321; GO:0106310; GO:0106311,Chordata
Q5U3F2,SLU7_DANRE,Pre-mRNA-splicing factor SLU7,slu7 zgc:103640,Danio rerio (Zebrafish) (Brachydanio rerio),571,GO:0000386; GO:0000398; GO:0005681; GO:0005737; GO:0008380; GO:0016607; GO:0030628; GO:0046872,Chordata
A7MBL8,PKN2_DANRE,Serine/threonine-protein kinase N2 (EC 2.7.11.13) (PKN gamma) (Protein kinase C-like 2) (Protein-kinase C-related kinase 2),pkn2 prk2 prkcl2 zgc:153916,Danio rerio (Zebrafish) (Brachydanio rerio),977,GO:0004674; GO:0004698; GO:0005524; GO:0005634; GO:0005737; GO:0005856; GO:0007049; GO:0007155; GO:0018105; GO:0030027; GO:0030054; GO:0030496; GO:0031267; GO:0032154; GO:0035556; GO:0051301; GO:0106310; GO:0106311,Chordata
Q803T2,STRP1_DANRE,Striatin-interacting protein 1 homolog,strip1 fam40a,Danio rerio (Zebrafish) (Brachydanio rerio),813,GO:0005829; GO:0007010; GO:0022604; GO:0030866; GO:0060047,Chordata
Q803A8,WWOX_DANRE,WW domain-containing oxidoreductase (EC 1.1.1.-),wwox,Danio rerio (Zebrafish) (Brachydanio rerio),412,GO:0005634; GO:0005737; GO:0006874; GO:0006915; GO:0016055; GO:0016491,Chordata
A4IG59,WASH1_DANRE,WASH complex subunit 1 (WAS protein family homolog 1),washc1 wash Wash1 si:ch211-11f8.1,Danio rerio (Zebrafish) (Brachydanio rerio),481,GO:0003779; GO:0005769; GO:0005829; GO:0015031; GO:0016197; GO:0031901; GO:0034314; GO:0042147; GO:0043014; GO:0055037; GO:0055038; GO:0071203,Chordata
F1Q8K0,RAD54_DANRE,DNA repair and recombination protein RAD54-like (EC 3.6.4.12),rad54l,Danio rerio (Zebrafish) (Brachydanio rerio),738,GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0007131; GO:0008094; GO:0015616; GO:0045003; GO:0070615,Chordata
A2BFP5,S12A9_DANRE,Solute carrier family 12 member 9,slc12a9 si:ch211-284e13.1,Danio rerio (Zebrafish) (Brachydanio rerio),899,GO:0005886; GO:0006884; GO:0015379; GO:0016021; GO:0055064; GO:0055075; GO:1902476; GO:1990573,Chordata
Q6PHD9,SBP1_DANRE,Methanethiol oxidase (MTO) (EC 1.8.3.4) (Selenium-binding protein 1),selenbp1,Danio rerio (Zebrafish) (Brachydanio rerio),457,GO:0005634; GO:0005829; GO:0008430; GO:0015031; GO:0016020; GO:0018549,Chordata
Q5XJX1,SEGN_DANRE,Secretagogin,scgn zgc:100843,Danio rerio (Zebrafish) (Brachydanio rerio),272,GO:0005509; GO:0005634; GO:0005829; GO:0007420; GO:0030425; GO:0043005; GO:0043195; GO:0045202; GO:0051480; GO:0099509; GO:1900271,Chordata
A2T929,RXRAA_DANRE,Retinoic acid receptor RXR-alpha-A (Nuclear receptor subfamily 2 group B member 1-A) (RXRalpha-B) (Retinoid X receptor alpha-A),rxraa nr2b1a,Danio rerio (Zebrafish) (Brachydanio rerio),430,GO:0000122; GO:0000978; GO:0003707; GO:0004879; GO:0006357; GO:0008270; GO:0030154; GO:0032526; GO:0044323; GO:0045944; GO:0048384; GO:0048856; GO:0090575,Chordata
Q90ZM2,S61A1_DANRE,Protein transport protein Sec61 subunit alpha-like 1,sec61al1 sec61a sec61aa,Danio rerio (Zebrafish) (Brachydanio rerio),476,GO:0005048; GO:0005784; GO:0005789; GO:0006616; GO:0008320; GO:0016021; GO:0021986; GO:0031204; GO:0039019; GO:0043022,Chordata
A8WHP3,SC5A9_DANRE,Sodium/glucose cotransporter 4 (Na(+)/glucose cotransporter 4) (Solute carrier family 5 member 9),slc5a9 si:dkey-7o6.5,Danio rerio (Zebrafish) (Brachydanio rerio),657,GO:0005412; GO:0005886; GO:0006814; GO:0016021,Chordata
A2CEQ0,SCM2B_DANRE,Calcium-binding mitochondrial carrier protein SCaMC-2-B (Small calcium-binding mitochondrial carrier protein 2-B) (Solute carrier family 25 member 25-B),slc25a25b scamc2b si:dkey-7o20.1,Danio rerio (Zebrafish) (Brachydanio rerio),469,GO:0005347; GO:0005509; GO:0005743; GO:0016021; GO:0060972,Chordata
Q1LVE8,SF3B3_DANRE,Splicing factor 3B subunit 3,sf3b3 zgc:55440,Danio rerio (Zebrafish) (Brachydanio rerio),1217,GO:0000398; GO:0005634; GO:0005686; GO:0030620; GO:0071005,Chordata
F1QB54,PABPA_DANRE,Polyadenylate-binding protein 1A (PABP-1A) (Poly(A)-binding protein 1A),pabpc1a,Danio rerio (Zebrafish) (Brachydanio rerio),634,GO:0003723; GO:0003730; GO:0005634; GO:0005829; GO:0006397; GO:0006412; GO:0006417; GO:0007507; GO:0008143; GO:0008266; GO:0010494; GO:1990904,Chordata
E7F0Z8,NOTU2_DANRE,Carboxylesterase notum2 (EC 3.1.1.-),notum2,Danio rerio (Zebrafish) (Brachydanio rerio),495,GO:0005576; GO:0008045; GO:0030178; GO:0090090; GO:1990697; GO:1990699,Chordata
Q6DH02,RM24_DANRE,Probable 39S ribosomal protein L24; mitochondrial (L24mt) (MRP-L24),mrpl24 si:ch211-210h11.6 zgc:92702,Danio rerio (Zebrafish) (Brachydanio rerio),216,GO:0003723; GO:0003735; GO:0005739; GO:0005762; GO:0006412,Chordata
Q7ZVF3,SDHA_DANRE,Succinate dehydrogenase [ubiquinone] flavoprotein subunit; mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp),sdha si:dkeyp-84f11.2,Danio rerio (Zebrafish) (Brachydanio rerio),661,GO:0000104; GO:0005749; GO:0006099; GO:0006121; GO:0008177; GO:0009055; GO:0050660,Chordata
Q6TEL1,RA21A_DANRE,Double-strand-break repair protein rad21 homolog A (SCC1 homolog) [Cleaved into: 64-kDa C-terminal product (64-kDa carboxy-terminal product)],rad21a rad21 SCC1,Danio rerio (Zebrafish) (Brachydanio rerio),643,GO:0000775; GO:0000795; GO:0000922; GO:0001947; GO:0003181; GO:0003187; GO:0003682; GO:0005829; GO:0006357; GO:0006915; GO:0007064; GO:0007130; GO:0007507; GO:0008015; GO:0016363; GO:0034990; GO:0034991; GO:0043280; GO:0043565; GO:0048484; GO:0048703; GO:0051301; GO:0060037; GO:1990414,Chordata
Q803V3,P2R3C_DANRE,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma,ppp2r3c zgc:55473,Danio rerio (Zebrafish) (Brachydanio rerio),457,GO:0000226; GO:0001782; GO:0005634; GO:0005737; GO:0005813; GO:0005819; GO:0030865; GO:0035303; GO:0043029; GO:0045579; GO:0046872,Chordata
Q498Z6,RT07_DANRE,28S ribosomal protein S7; mitochondrial (MRP-S7) (S7mt),mrps7 zgc:110673,Danio rerio (Zebrafish) (Brachydanio rerio),228,GO:0000028; GO:0003729; GO:0003735; GO:0005763; GO:0005840; GO:0006412; GO:0019843; GO:0032543,Chordata
Q7SXM7,PRP31_DANRE,U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31),prpf31,Danio rerio (Zebrafish) (Brachydanio rerio),508,GO:0000244; GO:0000398; GO:0005634; GO:0005687; GO:0005690; GO:0015030; GO:0016607; GO:0030622; GO:0046540; GO:0060041; GO:0071005; GO:0071011; GO:0071339; GO:0097526,Chordata
A9C3R8,RP65C_DANRE,Retinal Mueller cells isomerohydrolase (EC 3.1.1.64) (All-trans-retinyl ester 13-cis isomerohydrolase C) (EC 3.1.1.90) (All-trans-retinylester 11-cis isomerohydrolase C) (Lutein isomerase) (Meso-zeaxanthin isomerase) (EC 5.3.3.22) (Retinal pigment epithelium-specific 65 kDa protein homolog C) (RPE56c),rpe65c si:ch211-198n5.12,Danio rerio (Zebrafish) (Brachydanio rerio),532,GO:0001523; GO:0005789; GO:0005829; GO:0005886; GO:0016020; GO:0016702; GO:0046872; GO:0050251; GO:0052884; GO:0052885; GO:1901827,Chordata
Q5SPB1,S38A2_DANRE,Sodium-coupled neutral amino acid transporter 2 (Amino acid transporter A2) (Solute carrier family 38 member 2) (System A amino acid transporter 2) (System A transporter 1) (System N amino acid transporter 2),slc38a2 snat2 si:ch211-132p20.4,Danio rerio (Zebrafish) (Brachydanio rerio),504,GO:0003333; GO:0005887; GO:0006814; GO:0006868; GO:0015171; GO:0015186; GO:0015293,Chordata
Q6NY74,RFA1_DANRE,Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1),rpa1 wu:fi14b08,Danio rerio (Zebrafish) (Brachydanio rerio),601,GO:0000724; GO:0003684; GO:0003697; GO:0005634; GO:0005662; GO:0006260; GO:0006268; GO:0006289; GO:0007004; GO:0007507; GO:0016605; GO:0034502; GO:0043047; GO:0046872; GO:0051321,Chordata
